Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
TCR-YL_S2_L003_R2_001 - polyg	(1, 0.043774495305160976)	(2, 0.04921580659448701)	(3, 0.049813618821341214)	(4, 0.05034636305071469)	(5, 0.050667636288275794)	(6, 0.050997043025521986)	(7, 0.05139151776024891)	(8, 0.051851060492456566)	(9, 0.05229840297513658)	(10, 0.05345417328038804)	(15, 0.0543415380960315)	(20, 0.05478969392868003)	(25, 0.055106087066430075)	(30, 0.05530617115868332)	(35, 0.05547290790222768)	(40, 0.0556624184448903)	(45, 0.055855995737395484)	(50, 0.055999958681821595)	(55, 0.05615856192568088)	(60, 0.05637084626746176)	(65, 0.05656605025990395)	(70, 0.056775081201810795)	(75, 0.057051620191103894)	(80, 0.05941602854955992)	(85, 0.06461658824820724)	(90, 0.07387820433962063)	(95, 0.08858357177026557)	(100, 0.10824874730887912)	(105, 0.13578389714278696)	(110, 0.18223350049437442)	(115, 0.24467193752691427)	(120, 0.3242842591445242)	(125, 0.4321743191172908)	(130, 0.6148153079458882)	(135, 0.8259487595213288)	(140, 0.9752757469897613)
TCR-YL_S2_L004_R1_001 - illumina_universal_adapter	(1, 0.00032483608126117206)	(2, 0.0008009656798220682)	(3, 0.0013705412743622056)	(4, 0.0022427039035017907)	(5, 0.002812279498041928)	(6, 0.003889133356469375)	(7, 0.00477909522293834)	(8, 0.005740254038724821)	(9, 0.006955051986454959)	(10, 0.012058093328788001)	(15, 0.024048549555724365)	(20, 0.041502481680913694)	(25, 0.06485686098079227)	(30, 0.09684743023288567)	(35, 0.15867575098208406)	(40, 0.22289717919021745)	(45, 0.31377563518469576)	(50, 0.4615813919297279)	(55, 0.6614997557277167)	(60, 0.8958480742537903)	(65, 1.170878329619893)	(70, 1.5016905048144045)	(75, 1.9013519099226877)	(80, 2.3632643676667415)	(85, 2.9073247554952144)	(90, 3.520882265476248)	(95, 4.237727859717803)	(100, 5.036376078839586)	(105, 5.923718787535532)	(110, 6.885076064818236)	(115, 7.9789335346664405)	(120, 9.143593700725315)	(125, 10.43413986275809)	(130, 11.78978940520867)	(135, 13.29507535596361)	(140, 14.193507879477627)
TCR-YL_S2_L004_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 3.559847465875859e-05)	(4, 4.894790265579305e-05)	(5, 5.339771198813788e-05)	(6, 5.78475213204827e-05)	(7, 8.009656798220681e-05)	(8, 9.78958053115861e-05)	(9, 0.00011124523330862057)	(10, 0.00015485336476559985)	(15, 0.00026876848367362726)	(20, 0.0002963573015341652)	(25, 0.00032839592872704795)	(30, 0.0003728940220504962)	(35, 0.0015636629993859708)	(40, 0.005992113246935539)	(45, 0.0061362870693035115)	(50, 0.00624130256954685)	(55, 0.00636945707831838)	(60, 0.006538549832947484)	(65, 0.0067815094224935105)	(70, 0.00751127815299806)	(75, 0.009220004936618474)	(80, 0.013826447557461836)	(85, 0.02202655619510687)	(90, 0.03530745712842323)	(95, 0.05383112341710826)	(100, 0.07855426406761609)	(105, 0.11589706398465385)	(110, 0.17897489119437465)	(115, 0.2496334135826781)	(120, 0.34718302372820775)	(125, 0.5122059827419485)	(130, 0.7186504369067542)	(135, 0.9643181804124465)	(140, 1.126754020280362)
TCR-YL_S2_L004_R2_001 - illumina_universal_adapter	(1, 0.00033818550925820653)	(2, 0.0008098652984867578)	(3, 0.0014239389863503434)	(4, 0.002318350662151653)	(5, 0.0029101753033535143)	(6, 0.003991478971113307)	(7, 0.0048947902655793055)	(8, 0.005878198128027512)	(9, 0.007141943978413441)	(10, 0.012305502727666373)	(15, 0.02435202655219028)	(20, 0.041773030088320263)	(25, 0.0650998205703383)	(30, 0.09712420837335752)	(35, 0.1588092452620544)	(40, 0.22323892454694158)	(45, 0.314199257033135)	(50, 0.46226577260504254)	(55, 0.66254991073015)	(60, 0.8976057489400665)	(65, 1.1732456281847008)	(70, 1.5050874892587163)	(75, 1.9062244511416053)	(80, 2.3690055116673334)	(85, 2.9128149302494615)	(90, 3.5261917779716017)	(95, 4.242397489631166)	(100, 5.040029372301441)	(105, 5.925777269332675)	(110, 6.885290545628055)	(115, 7.976303697351024)	(120, 9.138115095475332)	(125, 10.425552620708533)	(130, 11.776137390177038)	(135, 13.272037803088196)	(140, 14.163200228115025)
TCR-YL_S2_L004_R2_001 - polyg	(1, 0.04189050505469417)	(2, 0.046625102184309056)	(3, 0.047176878541519814)	(4, 0.047612959856089605)	(5, 0.04791109708135671)	(6, 0.04839167648924995)	(7, 0.048841107231816776)	(8, 0.0492104414064014)	(9, 0.04968212119562995)	(10, 0.050747405549793304)	(15, 0.051742382916505604)	(20, 0.05220605304893593)	(25, 0.05254779840566002)	(30, 0.05279520780453838)	(35, 0.052970530292232774)	(40, 0.05313517323752953)	(45, 0.05329625633536041)	(50, 0.05344932977639307)	(55, 0.0536032931792922)	(60, 0.05373055772619727)	(65, 0.0538587122349688)	(70, 0.05402602506586497)	(75, 0.05428411400714097)	(80, 0.05665942222874663)	(85, 0.06194757563930522)	(90, 0.07135536252974864)	(95, 0.08590890893211563)	(100, 0.10585651420715099)	(105, 0.1322438835479558)	(110, 0.17773695423811633)	(115, 0.23945402975400606)	(120, 0.31882794870064013)	(125, 0.42565007153291)	(130, 0.6067573113593442)	(135, 0.8186323128333436)	(140, 0.9664718881293015)
TCR-YT_S1_L001_R1_001 - illumina_universal_adapter	(1, 0.0003176998619176074)	(2, 0.0009029364496605683)	(3, 0.0015160414463436702)	(4, 0.0023855358052760696)	(5, 0.0030655249834155096)	(6, 0.004052066659896501)	(7, 0.004893692609888759)	(8, 0.005841218513853553)	(9, 0.006900218053578911)	(10, 0.011439424501749076)	(15, 0.022228957707014066)	(20, 0.037809627777268096)	(25, 0.0592571552976006)	(30, 0.0901275492487736)	(35, 0.14649084896202996)	(40, 0.20555069592433436)	(45, 0.28981027298667184)	(50, 0.42913113769658234)	(55, 0.6118431151262924)	(60, 0.8240142302784467)	(65, 1.0761809712051336)	(70, 1.3778587274548753)	(75, 1.7408402949547814)	(80, 2.1584729271226615)	(85, 2.648702764579609)	(90, 3.1986412255589873)	(95, 3.838950248313097)	(100, 4.552819608569246)	(105, 5.34051126937147)	(110, 6.20462814011478)	(115, 7.184752279385036)	(120, 8.235667751045037)	(125, 9.395262214417087)	(130, 10.620132294681449)	(135, 11.986620711288746)	(140, 12.814875398671525)
TCR-YT_S1_L001_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 3.3442090728169195e-05)	(4, 4.4589454304225596e-05)	(5, 6.688418145633839e-05)	(6, 7.24578632443666e-05)	(7, 7.24578632443666e-05)	(8, 9.475259039647939e-05)	(9, 0.00011704731754859219)	(10, 0.00016498098092563473)	(15, 0.0002931756620502833)	(20, 0.00046484506112155186)	(25, 0.0005205818790018338)	(30, 0.0006253670966167641)	(35, 0.0018894781261415596)	(40, 0.006264818329743696)	(45, 0.006482191919476796)	(50, 0.006775367581527081)	(55, 0.007143230579536941)	(60, 0.0074575862323817315)	(65, 0.007787548194233)	(70, 0.00850655314488864)	(75, 0.010849728968575695)	(80, 0.015959680431839946)	(85, 0.02400584746103746)	(90, 0.036502042029796684)	(95, 0.054070287025661565)	(100, 0.07880517206457312)	(105, 0.11768494674514263)	(110, 0.1762810633826831)	(115, 0.24468128628536512)	(120, 0.3415886620610962)	(125, 0.5022188269829961)	(130, 0.6958685975535327)	(135, 0.9261006711716135)	(140, 1.0816342614665404)
TCR-YT_S1_L001_R2_001 - illumina_universal_adapter	(1, 0.0003288472254936638)	(2, 0.0009140838132366247)	(3, 0.0015160414463436702)	(4, 0.0024078305324281824)	(5, 0.003093393392355651)	(6, 0.004074361387048614)	(7, 0.004921561018828901)	(8, 0.005863513241005666)	(9, 0.006922512780731024)	(10, 0.011514111837708655)	(15, 0.022361611333569138)	(20, 0.037867594067863594)	(25, 0.05927276160660709)	(30, 0.09009410715804543)	(35, 0.1463593100718325)	(40, 0.20582603580466294)	(45, 0.2902439054297805)	(50, 0.4293106102501569)	(55, 0.611479711073713)	(60, 0.823188210637461)	(65, 1.0750149569750782)	(70, 1.3763705544174716)	(75, 1.7390533725735395)	(80, 2.1560617523811603)	(85, 2.645650616432485)	(90, 3.195804221528881)	(95, 3.8366706124617935)	(100, 4.549812049876426)	(105, 5.3363176311941585)	(110, 6.200417780892105)	(115, 7.180750375861232)	(120, 8.232475146116856)	(125, 9.394497505275769)	(130, 10.620472289270518)	(135, 11.985626366457762)	(140, 12.812188884049695)
TCR-YT_S1_L001_R2_001 - polyg	(1, 0.07133755320497293)	(2, 0.07849973430258916)	(3, 0.0794361128429779)	(4, 0.08018855988436172)	(5, 0.08076264910852861)	(6, 0.08132001728733143)	(7, 0.0820836116922913)	(8, 0.08284163241546313)	(9, 0.08363309522936313)	(10, 0.08550250810106778)	(15, 0.08694832115688231)	(20, 0.08781224183402667)	(25, 0.08841085525806092)	(30, 0.08882999612852063)	(35, 0.08917667913573599)	(40, 0.08947431374321668)	(45, 0.08982991464129289)	(50, 0.09022007236645486)	(55, 0.09047088804691614)	(60, 0.09077521107254247)	(65, 0.09118320457942614)	(70, 0.09156444441372727)	(75, 0.09201925684763038)	(80, 0.09472249251482404)	(85, 0.09987480395967732)	(90, 0.10848614232218087)	(95, 0.12182730705000518)	(100, 0.13969430138970837)	(105, 0.16495868619848258)	(110, 0.20815806426477396)	(115, 0.2654343330549094)	(120, 0.33806943938013523)	(125, 0.43990952353827134)	(130, 0.6082893356182456)	(135, 0.8024050659862614)	(140, 0.936662798159927)
TCR-YT_S1_L002_R1_001 - illumina_universal_adapter	(1, 0.0004108444936707436)	(2, 0.0008160609805788742)	(3, 0.0013113255756888118)	(4, 0.0023356228064843644)	(5, 0.0030222396315231414)	(6, 0.004057792875843919)	(7, 0.004975157978149827)	(8, 0.005836243012829604)	(9, 0.006888680277438221)	(10, 0.011437235342981989)	(15, 0.022074168124320417)	(20, 0.03758608036343416)	(25, 0.05892635640590986)	(30, 0.08878743468698153)	(35, 0.14473995231952672)	(40, 0.20143536684473679)	(45, 0.28370219289655496)	(50, 0.42092312818123084)	(55, 0.6010407310105423)	(60, 0.8100862885996843)	(65, 1.0582093483443529)	(70, 1.3554964239645029)	(75, 1.7125045305454438)	(80, 2.1222650701137082)	(85, 2.604157521155677)	(90, 3.148186543660951)	(95, 3.780419939352599)	(100, 4.484167291375418)	(105, 5.260188380642359)	(110, 6.112436319103482)	(115, 7.081334828131929)	(120, 8.118474044758411)	(125, 9.272978588811073)	(130, 10.495350140812729)	(135, 11.853339771773069)	(140, 12.683951401036003)
TCR-YT_S1_L002_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 2.2512027050451703e-05)	(4, 3.939604733829048e-05)	(5, 5.065206086351634e-05)	(6, 5.065206086351634e-05)	(7, 5.628006762612926e-05)	(8, 0.00011256013525225852)	(9, 0.00014632817582793607)	(10, 0.00023299947997217513)	(15, 0.0003793276558001112)	(20, 0.000540288649210841)	(25, 0.0006280855547076026)	(30, 0.000713631257499319)	(35, 0.001945039137159027)	(40, 0.006331507607939542)	(45, 0.006573511898731897)	(50, 0.006863917047682725)	(55, 0.007135186973640667)	(60, 0.007376065663080501)	(65, 0.007735132494535206)	(70, 0.008470150177732453)	(75, 0.01055814068666185)	(80, 0.015560313097272219)	(85, 0.023556585105592664)	(90, 0.03600686166584498)	(95, 0.053398528163671445)	(100, 0.07825968523683778)	(105, 0.1158333839853942)	(110, 0.17444006960718766)	(115, 0.24084041899384748)	(120, 0.3361473367146398)	(125, 0.49461962553494204)	(130, 0.6863545599236393)	(135, 0.9132780437948973)	(140, 1.0652691200273747)
TCR-YT_S1_L002_R2_001 - illumina_universal_adapter	(1, 0.00039958848014551773)	(2, 0.0008104329738162614)	(3, 0.001294441555400973)	(4, 0.002341250813246977)	(5, 0.003027867638285754)	(6, 0.004069048889369146)	(7, 0.004986413991675052)	(8, 0.005841871019592217)	(9, 0.00694496034506435)	(10, 0.011458621768679917)	(15, 0.022219370698795832)	(20, 0.03789111832996779)	(25, 0.0593968577712643)	(30, 0.08948305632284047)	(35, 0.1455425060838753)	(40, 0.20289864860301615)	(45, 0.28633159765604776)	(50, 0.42489424975293044)	(55, 0.6053000065284878)	(60, 0.8140112605159308)	(65, 1.0618056446656625)	(70, 1.3590274354073664)	(75, 1.7172511914490318)	(80, 2.1285144088229138)	(85, 2.6108762356288846)	(90, 3.1559937146420474)	(95, 3.7891073305913685)	(100, 4.494638760757934)	(105, 5.275423394948751)	(110, 6.132755674719219)	(115, 7.103139977532997)	(120, 8.141229201701009)	(125, 9.294802873435135)	(130, 10.512022548046295)	(135, 11.863323855769945)	(140, 12.687941657830695)
TCR-YT_S1_L002_R2_001 - polyg	(1, 0.06578014304141988)	(2, 0.0726688233188581)	(3, 0.07334418413037165)	(4, 0.07404768497569826)	(5, 0.07458797362490911)	(6, 0.07524645041613481)	(7, 0.07596120727498666)	(8, 0.07671536018117679)	(9, 0.07751453714146783)	(10, 0.07931887610956152)	(15, 0.08100952934105046)	(20, 0.08185823276085248)	(25, 0.08239627020735828)	(30, 0.08275758824151802)	(35, 0.08314141830272823)	(40, 0.08349148032336276)	(45, 0.083802146296659)	(50, 0.08413532429700568)	(55, 0.08443698545948172)	(60, 0.08476115864900824)	(65, 0.08513035589263565)	(70, 0.08552093956196098)	(75, 0.08601170175166081)	(80, 0.08871539620042009)	(85, 0.09406988183437001)	(90, 0.10265484335005977)	(95, 0.11625548449259016)	(100, 0.13433601901816045)	(105, 0.15943017557129896)	(110, 0.2023876255889709)	(115, 0.2583491480323363)	(120, 0.32901440094370416)	(125, 0.43014518006244834)	(130, 0.5977325886354785)	(135, 0.7884769938339558)	(140, 0.9211133548098072)
TCR-YT_S1_L003_R1_001 - illumina_universal_adapter	(1, 0.0003312454987659362)	(2, 0.0006857362956908855)	(3, 0.0011738875570301598)	(4, 0.002272227895043527)	(5, 0.002818492401780334)	(6, 0.0037657383017601167)	(7, 0.0046025690354845866)	(8, 0.005485890365527084)	(9, 0.006444758914586372)	(10, 0.010902044836577128)	(15, 0.021709946215610253)	(20, 0.036581125712838856)	(25, 0.057850573528335815)	(30, 0.08763942311911106)	(35, 0.14383028235889334)	(40, 0.20163204076109525)	(45, 0.2826942067661135)	(50, 0.4193277448149765)	(55, 0.5998565416424116)	(60, 0.8083819755725623)	(65, 1.0536477655079408)	(70, 1.3467953828561625)	(75, 1.6986989780960138)	(80, 2.1040121326509214)	(85, 2.577993060232461)	(90, 3.117180535944757)	(95, 3.743228717287836)	(100, 4.440487707276144)	(105, 5.211287847050121)	(110, 6.057305122607035)	(115, 7.011629215876236)	(120, 8.043233465139986)	(125, 9.180957149559259)	(130, 10.375569052163087)	(135, 11.701246081641788)	(140, 12.502716067806768)
TCR-YT_S1_L003_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 5.811324539753266e-06)	(4, 1.1622649079506533e-05)	(5, 2.905662269876633e-05)	(6, 4.067927177827286e-05)	(7, 5.811324539753266e-05)	(8, 6.97358944770392e-05)	(9, 8.135854355654572e-05)	(10, 0.00015574349766538754)	(15, 0.0002801058428161075)	(20, 0.0003812228898078142)	(25, 0.00047652861225976783)	(30, 0.0005822947188832774)	(35, 0.00172596338830672)	(40, 0.005754373559263684)	(45, 0.0059763661566822595)	(50, 0.006226253111891649)	(55, 0.006485438186364645)	(60, 0.006686510015440109)	(65, 0.00702705363346965)	(70, 0.007815069241060194)	(75, 0.009837410180894329)	(80, 0.014571315150977338)	(85, 0.02246890520050203)	(90, 0.03472382638993372)	(95, 0.05160572417791696)	(100, 0.07622365719321975)	(105, 0.11443311604209747)	(110, 0.17318676940391092)	(115, 0.24044703962701525)	(120, 0.3345986330253738)	(125, 0.492871219130462)	(130, 0.6835733206971893)	(135, 0.9092828412913903)	(140, 1.060165747111728)
TCR-YT_S1_L003_R2_001 - illumina_universal_adapter	(1, 0.00034286814784544273)	(2, 0.000720604242929405)	(3, 0.0011738875570301598)	(4, 0.0022780392195832803)	(5, 0.0028649829980983603)	(6, 0.003823851547157649)	(7, 0.004695550228120639)	(8, 0.005584682882702889)	(9, 0.006590042028080204)	(10, 0.011115901579640049)	(15, 0.02195402184627989)	(20, 0.036928642920316106)	(25, 0.05820273979544486)	(30, 0.08800669883002346)	(35, 0.14452996583347963)	(40, 0.20323131727443533)	(45, 0.2850768498274124)	(50, 0.42198003333491985)	(55, 0.6017510334423711)	(60, 0.8090758477226088)	(65, 1.0535071314540787)	(70, 1.3454727253909147)	(75, 1.6946577830110694)	(80, 2.0964399767756228)	(85, 2.5704406628605976)	(90, 3.105891456893832)	(95, 3.7262677854861126)	(100, 4.418616206238329)	(105, 5.184863754367863)	(110, 6.024517629553747)	(115, 6.9696772640237565)	(120, 7.987569111903506)	(125, 9.11240095396379)	(130, 10.299742889568387)	(135, 11.614471383614191)	(140, 12.408386647877492)
TCR-YT_S1_L003_R2_001 - polyg	(1, 0.06703943989059367)	(2, 0.07326917979720918)	(3, 0.0741757464254107)	(4, 0.07493702994011837)	(5, 0.07558208696403099)	(6, 0.07612254014622803)	(7, 0.0771220879670656)	(8, 0.0779182394290118)	(9, 0.07865627764556046)	(10, 0.08076230165876705)	(15, 0.08247896692781016)	(20, 0.0832739561248484)	(25, 0.0838887942611543)	(30, 0.08426885488605416)	(35, 0.08463729286187453)	(40, 0.08498364780444381)	(45, 0.08530791971376205)	(50, 0.08558337649694636)	(55, 0.08583093892233984)	(60, 0.08607152775828564)	(65, 0.08633884868711429)	(70, 0.08664452435790529)	(75, 0.08710013220182196)	(80, 0.08962573384679873)	(85, 0.09472110320325439)	(90, 0.10331372766773357)	(95, 0.11643104941886465)	(100, 0.13403238918486934)	(105, 0.15902457150053223)	(110, 0.20181219182182758)	(115, 0.2590758215716483)	(120, 0.3295358070863408)	(125, 0.4290861209821301)	(130, 0.5964511054621162)	(135, 0.7869567842593999)	(140, 0.9195316932496991)
TCR-YT_S1_L004_R1_001 - illumina_universal_adapter	(1, 0.00034539954186204767)	(2, 0.0008101189254582573)	(3, 0.0014695180508312573)	(4, 0.0023801168430130195)	(5, 0.0030709159267371146)	(6, 0.003912434810546467)	(7, 0.00475395369435582)	(8, 0.005532672661462982)	(9, 0.006688191128783287)	(10, 0.011370552918098608)	(15, 0.021814179065672887)	(20, 0.03712479875766693)	(25, 0.05818914681791566)	(30, 0.0878231715113453)	(35, 0.1439838810197802)	(40, 0.20172212443577414)	(45, 0.2819226420578076)	(50, 0.41659580742732105)	(55, 0.593915140230958)	(60, 0.8005356581695029)	(65, 1.0450433658544793)	(70, 1.3370629785196653)	(75, 1.6856854121068694)	(80, 2.090056587748942)	(85, 2.562566929011225)	(90, 3.0949557348507133)	(95, 3.716524190402313)	(100, 4.4073182501330725)	(105, 5.16387135864103)	(110, 5.993668009998752)	(115, 6.936141527901877)	(120, 7.951254453456093)	(125, 9.068507675531418)	(130, 10.248781870015728)	(135, 11.55698954280907)	(140, 12.351274097270037)
TCR-YT_S1_L004_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 2.5119966680876193e-05)	(4, 2.5119966680876193e-05)	(5, 2.5119966680876193e-05)	(6, 3.139995835109524e-05)	(7, 3.767995002131429e-05)	(8, 6.279991670219048e-05)	(9, 8.791988338306668e-05)	(10, 0.00015323179675334476)	(15, 0.00026501564848324384)	(20, 0.0003742875035450553)	(25, 0.0004521594002557715)	(30, 0.0005287752986324439)	(35, 0.001823709581031612)	(40, 0.006416895488629825)	(45, 0.0066002712454002205)	(50, 0.006767319023828046)	(55, 0.006993398723955933)	(60, 0.007189334464066767)	(65, 0.007509614039247939)	(70, 0.008223021092984822)	(75, 0.010291650349154977)	(80, 0.014966476148466037)	(85, 0.02263685797447158)	(90, 0.03424479457770448)	(95, 0.051072660257223436)	(100, 0.07429355745702539)	(105, 0.1105667893442106)	(110, 0.1683816486585812)	(115, 0.23330545854363977)	(120, 0.3239408103249092)	(125, 0.47687116747808334)	(130, 0.6625102332464267)	(135, 0.88416630724181)	(140, 1.0306471129496695)
TCR-YT_S1_L004_R2_001 - illumina_universal_adapter	(1, 0.00035795952520248576)	(2, 0.0008226789087986953)	(3, 0.0014820780341716954)	(4, 0.0024366367680449907)	(5, 0.0031337158434393054)	(6, 0.004019194668940191)	(7, 0.0048732735360899814)	(8, 0.0056519925031971435)	(9, 0.006813790962187667)	(10, 0.011484848766496598)	(15, 0.02190084295072191)	(20, 0.03721020664438191)	(25, 0.05829088268297321)	(30, 0.08793244336640713)	(35, 0.14408310488816967)	(40, 0.2021240439026682)	(45, 0.28249663329646557)	(50, 0.4174800302544878)	(55, 0.594862162974827)	(60, 0.801654752685136)	(65, 1.0464463159936064)	(70, 1.3393375915026187)	(75, 1.6888718798803386)	(80, 2.093155135639028)	(85, 2.5651643335660284)	(90, 3.097161267925294)	(95, 3.7179108125630984)	(100, 4.407406170016456)	(105, 5.161832873344877)	(110, 5.9896299753548)	(115, 6.9294646407581)	(120, 7.941293130668791)	(125, 9.055261917100593)	(130, 10.231043405544025)	(135, 11.532046671893294)	(140, 12.321594856636581)
TCR-YT_S1_L004_R2_001 - polyg	(1, 0.0674219905714717)	(2, 0.07319958290807323)	(3, 0.07403482180021237)	(4, 0.07487634068402171)	(5, 0.07545409991768187)	(6, 0.07610093905971443)	(7, 0.07689221801016204)	(8, 0.07762069704390744)	(9, 0.0783617360609933)	(10, 0.08031983746376758)	(15, 0.08199910723638416)	(20, 0.08286825808354248)	(25, 0.08346108929721116)	(30, 0.08387808074411371)	(35, 0.08419333632595868)	(40, 0.0845286878811484)	(45, 0.08485022345466361)	(50, 0.08513031108315537)	(55, 0.08545059065833656)	(60, 0.0857758942268539)	(65, 0.08609114980869889)	(70, 0.0864327813555588)	(75, 0.08687238077247414)	(80, 0.08952504925397467)	(85, 0.0946030505185138)	(90, 0.1030810392733095)	(95, 0.11583193436052226)	(100, 0.13372488662731039)	(105, 0.15810883828443692)	(110, 0.20010565457985977)	(115, 0.2564723478150779)	(120, 0.32627445522956255)	(125, 0.423305350527783)	(130, 0.5864746061000825)	(135, 0.7734651260758568)	(140, 0.9043564804615644)
